,weeks,watched,rank,broadcast,name,percent
1925,2011.10.31 ~ 2011.11.06,가구시청률,6,SBS,SBS대기획(뿌리깊은나무),18.8
1926,2011.10.31 ~ 2011.11.06,가구시청률,7,MBC,무한도전,18.6
1927,2011.10.31 ~ 2011.11.06,가구시청률,8,KBS1,KBS9시뉴스,18.2
1928,2011.10.31 ~ 2011.11.06,가구시청률,9,MBC,주말특별기획드라마(애정만만세),16.9
1929,2011.10.31 ~ 2011.11.06,가구시청률,10,MBC,스타오디션위대한탄생2,16.6
1930,2011.10.31 ~ 2011.11.06,가구시청률,11,SBS,SBS월화드라마(천일의약속),16.4
1931,2011.10.31 ~ 2011.11.06,가구시청률,12,SBS,일요일이좋다1부(런닝맨),15.8
1932,2011.10.31 ~ 2011.11.06,가구시청률,13,MBC,세바퀴,15.2
1933,2011.10.31 ~ 2011.11.06,가구시청률,14,MBC,일일연속극(불굴의며느리),14.9
1934,2011.10.31 ~ 2011.11.06,가구시청률,15,MBC,우리들의일밤2부(서바이벌나는가수다),14.1
1935,2011.10.31 ~ 2011.11.06,가구시청률,16,SBS,순간포착,13.8
1936,2011.10.31 ~ 2011.11.06,가구시청률,17,KBS2,수목드라마(영광의재인),13.7
1937,2011.10.31 ~ 2011.11.06,가구시청률,18,KBS2,1박2일<재>,13.4
1938,2011.10.31 ~ 2011.11.06,가구시청률,19,SBS,일일드라마(당신이잠든사이),13.1
1939,2011.10.31 ~ 2011.11.06,가구시청률,20,KBS1,전국노래자랑,12.8
1940,2011.11.07 ~ 2011.11.13,가구시청률,1,KBS2,주말연속극(오작교형제들),27.0
1941,2011.11.07 ~ 2011.11.13,가구시청률,2,KBS2,개그콘서트,23.9
1942,2011.11.07 ~ 2011.11.13,가구시청률,3,SBS,SBS대기획(뿌리깊은나무),19.5
1943,2011.11.07 ~ 2011.11.13,가구시청률,4,KBS1,대하드라마(광개토태왕),19.4
1944,2011.11.07 ~ 2011.11.13,가구시청률,5,KBS2,해피선데이,19.3
1945,2011.11.07 ~ 2011.11.13,가구시청률,6,SBS,SBS월화드라마(천일의약속),18.3
1946,2011.11.07 ~ 2011.11.13,가구시청률,7,KBS1,일일연속극(당신뿐이야),17.4
1947,2011.11.07 ~ 2011.11.13,가구시청률,8,KBS1,KBS9시뉴스,17.3
1948,2011.11.07 ~ 2011.11.13,가구시청률,9,MBC,일일연속극(불굴의며느리),17.2
1949,2011.11.07 ~ 2011.11.13,가구시청률,10,MBC,무한도전,17.1
1950,2011.11.07 ~ 2011.11.13,가구시청률,11,MBC,주말특별기획드라마(애정만만세),16.5
1951,2011.11.07 ~ 2011.11.13,가구시청률,12,SBS,일요일이좋다1부(런닝맨),15.7
1952,2011.11.07 ~ 2011.11.13,가구시청률,13,MBC,스타오디션위대한탄생2,15.0
1953,2011.11.07 ~ 2011.11.13,가구시청률,14,KBS1,한국인의밥상,14.3
1954,2011.11.07 ~ 2011.11.13,가구시청률,15,SBS,SBS스포츠축구(브라질월드컵아시아3차예선한국:UAE),13.6
1955,2011.11.07 ~ 2011.11.13,가구시청률,16,SBS,순간포착,13.5
1956,2011.11.07 ~ 2011.11.13,가구시청률,17,SBS,일일드라마(당신이잠든사이),13.0
1957,2011.11.07 ~ 2011.11.13,가구시청률,18,KBS2,해피투게더,12.8
1958,2011.11.07 ~ 2011.11.13,가구시청률,19,KBS2,수목드라마(영광의재인),12.8
1959,2011.11.07 ~ 2011.11.13,가구시청률,20,KBS1,소비자고발,12.7
1960,2011.11.14 ~ 2011.11.20,가구시청률,1,KBS2,주말연속극(오작교형제들),28.1
1961,2011.11.14 ~ 2011.11.20,가구시청률,2,KBS2,개그콘서트,24.2
1962,2011.11.14 ~ 2011.11.20,가구시청률,3,SBS,SBS대기획(뿌리깊은나무),19.9
1963,2011.11.14 ~ 2011.11.20,가구시청률,4,KBS2,해피선데이,19.2
1964,2011.11.14 ~ 2011.11.20,가구시청률,5,MBC,일일연속극(불굴의며느리),19.1
1965,2011.11.14 ~ 2011.11.20,가구시청률,6,KBS1,대하드라마(광개토태왕),18.3
1966,2011.11.14 ~ 2011.11.20,가구시청률,7,MBC,스타오디션위대한탄생2,17.4
1967,2011.11.14 ~ 2011.11.20,가구시청률,8,KBS1,KBS9시뉴스,17.0
1968,2011.11.14 ~ 2011.11.20,가구시청률,9,MBC,무한도전,17.0
1969,2011.11.14 ~ 2011.11.20,가구시청률,10,KBS1,일일연속극(당신뿐이야),17.0
1970,2011.11.14 ~ 2011.11.20,가구시청률,11,SBS,일요일이좋다1부(런닝맨),16.9
1971,2011.11.14 ~ 2011.11.20,가구시청률,12,KBS2,KBS스포츠축구(브라질월드컵예선한국:레바논),16.7
1972,2011.11.14 ~ 2011.11.20,가구시청률,13,SBS,SBS월화드라마(천일의약속),16.7
1973,2011.11.14 ~ 2011.11.20,가구시청률,14,MBC,주말특별기획드라마(애정만만세),16.3
1974,2011.11.14 ~ 2011.11.20,가구시청률,15,SBS,순간포착,13.9
1975,2011.11.14 ~ 2011.11.20,가구시청률,16,KBS2,수목드라마(영광의재인),13.9
1976,2011.11.14 ~ 2011.11.20,가구시청률,17,MBC,우리들의일밤2부(서바이벌나는가수다),13.6
1977,2011.11.14 ~ 2011.11.20,가구시청률,18,MBC,세바퀴,13.6
1978,2011.11.14 ~ 2011.11.20,가구시청률,19,KBS1,한국인의밥상,13.0
1979,2011.11.14 ~ 2011.11.20,가구시청률,20,MBC,일일시트콤(하이킥짧은다리의역습),13.0
1980,2011.11.21 ~ 2011.11.27,가구시청률,1,KBS2,주말연속극(오작교형제들),29.5
1981,2011.11.21 ~ 2011.11.27,가구시청률,2,KBS2,개그콘서트,25.6
1982,2011.11.21 ~ 2011.11.27,가구시청률,3,SBS,SBS대기획(뿌리깊은나무),20.6
1983,2011.11.21 ~ 2011.11.27,가구시청률,4,KBS1,일일연속극(당신뿐이야),20.1
1984,2011.11.21 ~ 2011.11.27,가구시청률,5,KBS1,KBS9시뉴스,18.2
1985,2011.11.21 ~ 2011.11.27,가구시청률,6,SBS,일요일이좋다1부(런닝맨),18.0
1986,2011.11.21 ~ 2011.11.27,가구시청률,7,KBS2,해피선데이,17.8
1987,2011.11.21 ~ 2011.11.27,가구시청률,8,KBS1,대하드라마(광개토태왕),17.7
1988,2011.11.21 ~ 2011.11.27,가구시청률,9,SBS,SBS월화드라마(천일의약속),17.1
1989,2011.11.21 ~ 2011.11.27,가구시청률,10,MBC,무한도전,17.0
1990,2011.11.21 ~ 2011.11.27,가구시청률,11,MBC,주말특별기획드라마(애정만만세),16.8
1991,2011.11.21 ~ 2011.11.27,가구시청률,12,MBC,스타오디션위대한탄생2,15.5
1992,2011.11.21 ~ 2011.11.27,가구시청률,13,SBS,정글의법칙,15.4
1993,2011.11.21 ~ 2011.11.27,가구시청률,14,MBC,세바퀴,14.8
1994,2011.11.21 ~ 2011.11.27,가구시청률,15,KBS1,러브인아시아,13.9
1995,2011.11.21 ~ 2011.11.27,가구시청률,16,KBS2,수목드라마(영광의재인),13.4
1996,2011.11.21 ~ 2011.11.27,가구시청률,17,SBS,순간포착,12.9
1997,2011.11.21 ~ 2011.11.27,가구시청률,18,KBS1,KBS뉴스7,12.7
1998,2011.11.21 ~ 2011.11.27,가구시청률,19,KBS1,한국인의밥상,12.7
1999,2011.11.21 ~ 2011.11.27,가구시청률,20,MBC,월화특별기획(계백),12.7
2000,2011.11.28 ~ 2011.12.04,가구시청률,1,KBS2,주말연속극(오작교형제들),27.7
2001,2011.11.28 ~ 2011.12.04,가구시청률,2,KBS2,개그콘서트,23.8
2002,2011.11.28 ~ 2011.12.04,가구시청률,3,KBS1,일일연속극(당신뿐이야),21.3
2003,2011.11.28 ~ 2011.12.04,가구시청률,4,SBS,SBS대기획(뿌리깊은나무),20.9
2004,2011.11.28 ~ 2011.12.04,가구시청률,5,KBS2,해피선데이,19.5
2005,2011.11.28 ~ 2011.12.04,가구시청률,6,KBS1,KBS9시뉴스,18.6
2006,2011.11.28 ~ 2011.12.04,가구시청률,7,KBS1,대하드라마(광개토태왕),18.2
2007,2011.11.28 ~ 2011.12.04,가구시청률,8,SBS,SBS월화드라마(천일의약속),16.7
2008,2011.11.28 ~ 2011.12.04,가구시청률,9,MBC,주말특별기획드라마(애정만만세),16.5
2009,2011.11.28 ~ 2011.12.04,가구시청률,10,MBC,무한도전,16.1
2010,2011.11.28 ~ 2011.12.04,가구시청률,11,KBS1,러브인아시아,14.9
2011,2011.11.28 ~ 2011.12.04,가구시청률,12,KBS1,소비자고발,14.2
2012,2011.11.28 ~ 2011.12.04,가구시청률,13,MBC,스타오디션위대한탄생2,14.0
2013,2011.11.28 ~ 2011.12.04,가구시청률,14,KBS1,한국인의밥상,14.0
2014,2011.11.28 ~ 2011.12.04,가구시청률,15,KBS1,우리말겨루기,13.5
2015,2011.11.28 ~ 2011.12.04,가구시청률,16,MBC,세바퀴,13.5
2016,2011.11.28 ~ 2011.12.04,가구시청률,17,KBS2,수목드라마(영광의재인),13.4
2017,2011.11.28 ~ 2011.12.04,가구시청률,18,KBS1,KBS뉴스7,13.3
2018,2011.11.28 ~ 2011.12.04,가구시청률,19,KBS1,시청자칼럼우리사는세상,13.3
2019,2011.11.28 ~ 2011.12.04,가구시청률,20,KBS1,6시내고향,12.2
2020,2011.12.05 ~ 2011.12.11,가구시청률,1,KBS2,주말연속극(오작교형제들),29.0
2021,2011.12.05 ~ 2011.12.11,가구시청률,2,KBS2,개그콘서트,23.2
2022,2011.12.05 ~ 2011.12.11,가구시청률,3,SBS,SBS대기획(뿌리깊은나무),21.6
2023,2011.12.05 ~ 2011.12.11,가구시청률,4,KBS1,일일연속극(당신뿐이야),20.0
2024,2011.12.05 ~ 2011.12.11,가구시청률,5,KBS2,해피선데이,19.1
2025,2011.12.05 ~ 2011.12.11,가구시청률,6,KBS1,대하드라마(광개토태왕),17.8
2026,2011.12.05 ~ 2011.12.11,가구시청률,7,MBC,주말특별기획드라마(애정만만세),17.7
2027,2011.12.05 ~ 2011.12.11,가구시청률,8,KBS1,KBS9시뉴스,17.0
2028,2011.12.05 ~ 2011.12.11,가구시청률,9,SBS,SBS월화드라마(천일의약속),16.3
2029,2011.12.05 ~ 2011.12.11,가구시청률,10,MBC,스타오디션위대한탄생2,15.9
2030,2011.12.05 ~ 2011.12.11,가구시청률,11,MBC,무한도전,15.6
2031,2011.12.05 ~ 2011.12.11,가구시청률,12,KBS2,해피투게더,13.9
2032,2011.12.05 ~ 2011.12.11,가구시청률,13,SBS,"일요일이좋다(런닝맨,서바이벌오디션K팝스타)",13.9
2033,2011.12.05 ~ 2011.12.11,가구시청률,14,KBS1,소비자고발,13.8
2034,2011.12.05 ~ 2011.12.11,가구시청률,15,MBC,세바퀴,13.4
2035,2011.12.05 ~ 2011.12.11,가구시청률,16,SBS,정글의법칙,13.4
2036,2011.12.05 ~ 2011.12.11,가구시청률,17,KBS2,수목드라마(영광의재인),13.1
2037,2011.12.05 ~ 2011.12.11,가구시청률,18,KBS1,러브인아시아,13.0
2038,2011.12.05 ~ 2011.12.11,가구시청률,19,KBS1,한국인의밥상,12.9
2039,2011.12.05 ~ 2011.12.11,가구시청률,20,SBS,스타주니어쇼붕어빵,12.6
2040,2011.12.12 ~ 2011.12.18,가구시청률,1,KBS2,주말연속극(오작교형제들),29.6
2041,2011.12.12 ~ 2011.12.18,가구시청률,2,KBS2,개그콘서트,25.0
2042,2011.12.12 ~ 2011.12.18,가구시청률,3,SBS,SBS대기획(뿌리깊은나무),22.3
2043,2011.12.12 ~ 2011.12.18,가구시청률,4,KBS1,일일연속극(당신뿐이야),21.3
2044,2011.12.12 ~ 2011.12.18,가구시청률,5,KBS2,해피선데이,20.1
2045,2011.12.12 ~ 2011.12.18,가구시청률,6,MBC,주말특별기획드라마(애정만만세),18.3
2046,2011.12.12 ~ 2011.12.18,가구시청률,7,KBS1,대하드라마(광개토태왕),18.1
2047,2011.12.12 ~ 2011.12.18,가구시청률,8,MBC,무한도전,17.9
2048,2011.12.12 ~ 2011.12.18,가구시청률,9,KBS1,KBS9시뉴스,17.9
2049,2011.12.12 ~ 2011.12.18,가구시청률,10,SBS,SBS월화드라마(천일의약속),16.1
2050,2011.12.12 ~ 2011.12.18,가구시청률,11,KBS2,해피투게더,15.3
2051,2011.12.12 ~ 2011.12.18,가구시청률,12,MBC,스타오디션위대한탄생2,15.3
2052,2011.12.12 ~ 2011.12.18,가구시청률,13,SBS,정글의법칙,15.0
2053,2011.12.12 ~ 2011.12.18,가구시청률,14,KBS2,수목드라마(영광의재인),14.6
2054,2011.12.12 ~ 2011.12.18,가구시청률,15,MBC,세바퀴,14.3
2055,2011.12.12 ~ 2011.12.18,가구시청률,16,SBS,"일요일이좋다(런닝맨,서바이벌오디션K팝스타)",14.2
2056,2011.12.12 ~ 2011.12.18,가구시청률,17,KBS1,한국인의밥상,13.5
2057,2011.12.12 ~ 2011.12.18,가구시청률,18,SBS,순간포착,13.4
2058,2011.12.12 ~ 2011.12.18,가구시청률,19,KBS1,러브인아시아,13.2
2059,2011.12.12 ~ 2011.12.18,가구시청률,20,KBS2,월화드라마(브레인),12.8
2060,2011.12.19 ~ 2011.12.25,가구시청률,1,KBS2,주말연속극(오작교형제들),28.3
2061,2011.12.19 ~ 2011.12.25,가구시청률,2,KBS2,개그콘서트,27.9
2062,2011.12.19 ~ 2011.12.25,가구시청률,3,SBS,SBS대기획(뿌리깊은나무),23.6
2063,2011.12.19 ~ 2011.12.25,가구시청률,4,KBS1,일일연속극(당신뿐이야),20.2
2064,2011.12.19 ~ 2011.12.25,가구시청률,5,KBS2,해피선데이,20.0
2065,2011.12.19 ~ 2011.12.25,가구시청률,6,MBC,주말특별기획드라마(애정만만세),18.7
2066,2011.12.19 ~ 2011.12.25,가구시청률,7,SBS,SBS월화드라마(천일의약속),18.4
2067,2011.12.19 ~ 2011.12.25,가구시청률,8,KBS1,KBS9시뉴스,18.0
2068,2011.12.19 ~ 2011.12.25,가구시청률,9,MBC,무한도전,17.5
2069,2011.12.19 ~ 2011.12.25,가구시청률,10,KBS2,KBS연예대상,16.8
2070,2011.12.19 ~ 2011.12.25,가구시청률,11,KBS2,해피투게더,15.8
2071,2011.12.19 ~ 2011.12.25,가구시청률,12,KBS1,전국노래자랑,15.7
2072,2011.12.19 ~ 2011.12.25,가구시청률,13,SBS,순간포착,15.7
2073,2011.12.19 ~ 2011.12.25,가구시청률,14,MBC,스타오디션위대한탄생2,14.6
2074,2011.12.19 ~ 2011.12.25,가구시청률,15,KBS2,수목드라마(영광의재인),14.3
2075,2011.12.19 ~ 2011.12.25,가구시청률,16,KBS2,안녕하세요,14.2
2076,2011.12.19 ~ 2011.12.25,가구시청률,17,SBS,"일요일이좋다(런닝맨,서바이벌오디션K팝스타)",13.5
2077,2011.12.19 ~ 2011.12.25,가구시청률,18,KBS2,월화드라마(브레인),13.1
2078,2011.12.19 ~ 2011.12.25,가구시청률,19,SBS,아침연속극(태양의신부),13.0
2079,2011.12.19 ~ 2011.12.25,가구시청률,20,SBS,정글의법칙,12.9
2080,2012.01.02 ~ 2012.01.08,가구시청률,1,KBS2,주말연속극(오작교형제들),30.4
2081,2012.01.02 ~ 2012.01.08,가구시청률,2,KBS2,개그콘서트,23.8
2082,2012.01.02 ~ 2012.01.08,가구시청률,3,KBS1,일일연속극(당신뿐이야),23.0
2083,2012.01.02 ~ 2012.01.08,가구시청률,4,MBC,무한도전,20.6
2084,2012.01.02 ~ 2012.01.08,가구시청률,5,KBS2,해피선데이,20.5
2085,2012.01.02 ~ 2012.01.08,가구시청률,6,MBC,수목미니시리즈(해를품은달),18.9
2086,2012.01.02 ~ 2012.01.08,가구시청률,7,MBC,주말특별기획드라마(애정만만세),18.8
2087,2012.01.02 ~ 2012.01.08,가구시청률,8,KBS1,KBS9시뉴스,18.2
2088,2012.01.02 ~ 2012.01.08,가구시청률,9,KBS2,월화드라마(브레인),17.2
2089,2012.01.02 ~ 2012.01.08,가구시청률,10,KBS1,대하드라마(광개토태왕),16.8
2090,2012.01.02 ~ 2012.01.08,가구시청률,11,SBS,궁금한이야기Y,15.4
2091,2012.01.02 ~ 2012.01.08,가구시청률,12,SBS,순간포착,15.0
2092,2012.01.02 ~ 2012.01.08,가구시청률,13,MBC,세바퀴,14.9
2093,2012.01.02 ~ 2012.01.08,가구시청률,14,KBS1,러브인아시아,14.8
2094,2012.01.02 ~ 2012.01.08,가구시청률,15,SBS,일일드라마(내딸꽃님이),14.8
2095,2012.01.02 ~ 2012.01.08,가구시청률,16,KBS1,소비자고발,14.6
2096,2012.01.02 ~ 2012.01.08,가구시청률,17,KBS1,KBS뉴스7,14.3
2097,2012.01.02 ~ 2012.01.08,가구시청률,18,KBS1,시청자칼럼우리사는세상,14.2
2098,2012.01.02 ~ 2012.01.08,가구시청률,19,KBS1,한국인의밥상,14.1
2099,2012.01.02 ~ 2012.01.08,가구시청률,20,MBC,창사특별기획(빛과그림자),14.0
2100,2012.01.09 ~ 2012.01.15,가구시청률,1,KBS2,주말연속극(오작교형제들),30.9
2101,2012.01.09 ~ 2012.01.15,가구시청률,2,MBC,수목미니시리즈(해를품은달),23.3
2102,2012.01.09 ~ 2012.01.15,가구시청률,3,KBS1,일일연속극(당신뿐이야),23.0
2103,2012.01.09 ~ 2012.01.15,가구시청률,4,KBS2,개그콘서트,22.0
2104,2012.01.09 ~ 2012.01.15,가구시청률,5,KBS2,해피선데이,21.2
2105,2012.01.09 ~ 2012.01.15,가구시청률,6,MBC,주말특별기획드라마(애정만만세),20.3
2106,2012.01.09 ~ 2012.01.15,가구시청률,7,KBS1,KBS9시뉴스,18.5
2107,2012.01.09 ~ 2012.01.15,가구시청률,8,MBC,무한도전,17.9
2108,2012.01.09 ~ 2012.01.15,가구시청률,9,KBS1,대하드라마(광개토태왕),17.0
2109,2012.01.09 ~ 2012.01.15,가구시청률,10,SBS,정글의법칙,16.7
2110,2012.01.09 ~ 2012.01.15,가구시청률,11,KBS2,월화드라마(브레인),15.8
2111,2012.01.09 ~ 2012.01.15,가구시청률,12,SBS,"일요일이좋다(런닝맨,서바이벌오디션K팝스타)",15.5
2112,2012.01.09 ~ 2012.01.15,가구시청률,13,MBC,세바퀴,15.3
2113,2012.01.09 ~ 2012.01.15,가구시청률,14,SBS,순간포착,15.2
2114,2012.01.09 ~ 2012.01.15,가구시청률,15,KBS1,러브인아시아,15.0
2115,2012.01.09 ~ 2012.01.15,가구시청률,16,SBS,일일드라마(내딸꽃님이),14.8
2116,2012.01.09 ~ 2012.01.15,가구시청률,17,SBS,주말극장(내일이오면),14.4
2117,2012.01.09 ~ 2012.01.15,가구시청률,18,MBC,창사특별기획(빛과그림자),14.2
2118,2012.01.09 ~ 2012.01.15,가구시청률,19,MBC,스타오디션위대한탄생2,13.8
2119,2012.01.09 ~ 2012.01.15,가구시청률,20,KBS1,한국인의밥상,13.7
2120,2012.01.16 ~ 2012.01.22,가구시청률,1,MBC,수목미니시리즈(해를품은달),27.1
2121,2012.01.16 ~ 2012.01.22,가구시청률,2,KBS2,주말연속극(오작교형제들),26.3
2122,2012.01.16 ~ 2012.01.22,가구시청률,3,KBS1,일일연속극(당신뿐이야),22.7
2123,2012.01.16 ~ 2012.01.22,가구시청률,4,KBS2,개그콘서트,18.7
2124,2012.01.16 ~ 2012.01.22,가구시청률,5,KBS1,KBS9시뉴스,18.4
2125,2012.01.16 ~ 2012.01.22,가구시청률,6,MBC,무한도전,17.3
2126,2012.01.16 ~ 2012.01.22,가구시청률,7,MBC,창사특별기획(빛과그림자),17.2
2127,2012.01.16 ~ 2012.01.22,가구시청률,8,MBC,주말특별기획드라마(애정만만세),16.9
2128,2012.01.16 ~ 2012.01.22,가구시청률,9,SBS,일일드라마(내딸꽃님이),15.7
2129,2012.01.16 ~ 2012.01.22,가구시청률,10,MBC,세바퀴,15.6
2130,2012.01.16 ~ 2012.01.22,가구시청률,11,KBS2,해피선데이,15.1
2131,2012.01.16 ~ 2012.01.22,가구시청률,12,SBS,순간포착,14.9
2132,2012.01.16 ~ 2012.01.22,가구시청률,13,MBC,스타오디션위대한탄생2,14.6
2133,2012.01.16 ~ 2012.01.22,가구시청률,14,MBC,창사특집다큐(남극의눈물3부),14.3
2134,2012.01.16 ~ 2012.01.22,가구시청률,15,KBS1,대하드라마(광개토태왕),14.3
2135,2012.01.16 ~ 2012.01.22,가구시청률,16,KBS1,러브인아시아,14.0
2136,2012.01.16 ~ 2012.01.22,가구시청률,17,MBC,일일시트콤(하이킥짧은다리의역습),13.9
2137,2012.01.16 ~ 2012.01.22,가구시청률,18,SBS,궁금한이야기Y,13.9
2138,2012.01.16 ~ 2012.01.22,가구시청률,19,SBS,아침연속극(태양의신부),13.8
2139,2012.01.16 ~ 2012.01.22,가구시청률,20,KBS1,시청자칼럼우리사는세상,13.7
2140,2012.01.23 ~ 2012.01.29,가구시청률,1,MBC,수목미니시리즈(해를품은달),30.7
2141,2012.01.23 ~ 2012.01.29,가구시청률,2,KBS2,주말연속극(오작교형제들),30.6
2142,2012.01.23 ~ 2012.01.29,가구시청률,3,MBC,주말특별기획드라마(애정만만세),23.3
2143,2012.01.23 ~ 2012.01.29,가구시청률,4,KBS1,일일연속극(당신뿐이야),21.2
2144,2012.01.23 ~ 2012.01.29,가구시청률,5,KBS2,개그콘서트,20.7
2145,2012.01.23 ~ 2012.01.29,가구시청률,6,KBS2,해피선데이,19.6
2146,2012.01.23 ~ 2012.01.29,가구시청률,7,MBC,무한도전,19.5
2147,2012.01.23 ~ 2012.01.29,가구시청률,8,KBS1,KBS9시뉴스,19.2
2148,2012.01.23 ~ 2012.01.29,가구시청률,9,KBS1,대하드라마(광개토태왕),16.5
2149,2012.01.23 ~ 2012.01.29,가구시청률,10,SBS,순간포착,16.4
2150,2012.01.23 ~ 2012.01.29,가구시청률,11,MBC,세바퀴,16.2
2151,2012.01.23 ~ 2012.01.29,가구시청률,12,MBC,창사특별기획(빛과그림자),15.9
2152,2012.01.23 ~ 2012.01.29,가구시청률,13,SBS,일일드라마(내딸꽃님이),15.4
2153,2012.01.23 ~ 2012.01.29,가구시청률,14,SBS,"일요일이좋다(런닝맨,서바이벌오디션K팝스타)",14.9
2154,2012.01.23 ~ 2012.01.29,가구시청률,15,KBS1,KBS뉴스7,13.9
2155,2012.01.23 ~ 2012.01.29,가구시청률,16,KBS1,시청자칼럼우리사는세상,13.9
2156,2012.01.23 ~ 2012.01.29,가구시청률,17,SBS,궁금한이야기Y,13.8
2157,2012.01.23 ~ 2012.01.29,가구시청률,18,SBS,스타주니어쇼붕어빵,13.6
2158,2012.01.23 ~ 2012.01.29,가구시청률,19,MBC,일일시트콤(하이킥짧은다리의역습),13.5
2159,2012.01.23 ~ 2012.01.29,가구시청률,20,SBS,주말극장(내일이오면),13.5
2160,2012.01.30 ~ 2012.02.05,가구시청률,1,MBC,수목미니시리즈(해를품은달),35.8
2161,2012.01.30 ~ 2012.02.05,가구시청률,2,KBS2,주말연속극(오작교형제들),30.8
2162,2012.01.30 ~ 2012.02.05,가구시청률,3,KBS1,일일연속극(당신뿐이야),22.7
2163,2012.01.30 ~ 2012.02.05,가구시청률,4,KBS2,개그콘서트,22.0
2164,2012.01.30 ~ 2012.02.05,가구시청률,5,KBS1,KBS9시뉴스,21.9
2165,2012.01.30 ~ 2012.02.05,가구시청률,6,KBS1,대하드라마(광개토태왕),18.0
2166,2012.01.30 ~ 2012.02.05,가구시청률,7,KBS2,해피선데이,17.6
2167,2012.01.30 ~ 2012.02.05,가구시청률,8,MBC,창사특별기획(빛과그림자),17.0
2168,2012.01.30 ~ 2012.02.05,가구시청률,9,SBS,일일드라마(내딸꽃님이),16.3
2169,2012.01.30 ~ 2012.02.05,가구시청률,10,SBS,순간포착,15.5
2170,2012.01.30 ~ 2012.02.05,가구시청률,11,SBS,"일요일이좋다(런닝맨,서바이벌오디션K팝스타)",15.4
